"Statistic Name","Statistic Type","Database Data Type","Database Category","Database Identifier","Rep 1","Rep 2","Rep 3","Rep 4","Rep 5","Rep 6","Rep 7","Rep 8","Rep 9","Rep 10","Rep 11","Rep 12","Rep 13","Rep 14","Rep 15"
"pieza.TotalTime","TALLY AVERAGE","Total Time","Entity","pieza",3.32535001315959,2.75059399027097,2.35221817827252,2.81380191595533,2.67977530375974,2.48203699436831,2.81307269821126,2.53315282455678,2.8247830794177,2.87322538035577,3.0013089661197,3.1409485836564,2.95849655676466,2.61966987618993,3.14731674097725
"pieza.TranCost","TALLY AVERAGE","Transfer Cost","Entity","pieza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pieza.TranTime","TALLY AVERAGE","Transfer Time","Entity","pieza",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pieza.VACost","TALLY AVERAGE","VA Cost","Entity","pieza",9.03989637569122,9.02366095665518,9.01969652568751,9.04168167400577,8.98177636456941,9.03657432234,9.04372623937689,9.0529093950689,9.06650309304978,9.02193721917833,9.00498328034496,9.04550582685748,9.02128902653661,9.02522694392296,9.05129725970664
"pieza.VATime","TALLY AVERAGE","VA Time","Entity","pieza",0.286663390789661,0.283146055442158,0.280043279389944,0.284800044061153,0.272697564019217,0.278588092550933,0.290490459633563,0.290046666093586,0.286066949346438,0.274902009949732,0.275914759650775,0.281024587742966,0.282171395927513,0.28136709043693,0.2830876094996
"pieza.WaitCost","TALLY AVERAGE","Wait Cost","Entity","pieza",23.8902135748698,19.9940338349273,17.5040589555582,19.596333240468,20.4024840587923,19.4266184590286,20.7868084679821,19.6766511694216,18.7464493934053,21.2851921455371,23.7732565594012,24.2486552690142,22.5740312605693,18.3994128750803,22.57822912919
"pieza.WaitTime","TALLY AVERAGE","Wait Time","Entity","pieza",2.80562419800327,2.26996424484973,1.85696487602812,2.3303934449476,2.1984370910251,2.01799413185872,2.29967047668431,2.01978084383043,2.34895573055713,2.39636239760437,2.5253243476168,2.64925333257475,2.47922938249459,2.14563291379308,2.6470917762387
"pieza.WIP","DSTAT AVERAGE","WIP","Entity","pieza",33.0400052857129,35.761293217615,28.8560953634396,30.998297932425,31.7876448251336,32.2576257096284,34.4723753317416,27.6692168343106,33.2871352379725,31.5196730522542,30.5694629915217,34.2652177291714,31.350035135487,28.9920221273415,39.1487554296295
"PROCESO DE FRESADO.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","PROCESO DE FRESADO.Queue",7.40309248131039,13.4121618235749,6.10376957522918,10.0326737386581,7.97935710852063,11.6035031108084,12.3573400996872,6.40701739969556,14.0363898665077,8.83407319038072,5.19450649770938,10.3089590816218,7.06036118854208,7.25211684417603,16.7808086277733
"PROCESO DE FRESADO.Queue.WaitingCost","TALLY AVERAGE","Waiting Cost","Queue","PROCESO DE FRESADO.Queue",0.967701252840792,1.47358331496229,0.719276308161664,1.29170590658059,0.99647529543304,1.1748166076321,1.4354317732832,0.82557089168696,1.89420699756059,1.16884439217501,0.726158903777403,1.20131490134423,0.948912321999842,0.927786385369974,1.91779265845921
"PROCESO DE FRESADO.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","PROCESO DE FRESADO.Queue",0.645134168560528,0.982388876641529,0.479517538774443,0.861137271053725,0.664316863622027,0.783211071754732,0.956954515522135,0.550380594457973,1.26280466504039,0.779229594783338,0.484105935851602,0.800876600896156,0.632608214666561,0.618524256913316,1.27852843897281
"PROCESO DE PULIDO 1.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","PROCESO DE PULIDO 1.Queue",0,0,0,0,0,0,0,0,0,0,1.2286092587761E-03,0,0,4.98471680789536E-04,0
"PROCESO DE PULIDO 1.Queue.WaitingCost","TALLY AVERAGE","Waiting Cost","Queue","PROCESO DE PULIDO 1.Queue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PROCESO DE PULIDO 1.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","PROCESO DE PULIDO 1.Queue",0,0,0,0,0,0,0,0,0,0,1.63814567836814E-04,0,0,6.32979912113697E-05,0
"PROCESO DE PULIDO 2.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","PROCESO DE PULIDO 2.Queue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PROCESO DE PULIDO 2.Queue.WaitingCost","TALLY AVERAGE","Waiting Cost","Queue","PROCESO DE PULIDO 2.Queue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PROCESO DE PULIDO 2.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","PROCESO DE PULIDO 2.Queue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PROCESO DE TALADRADO.Queue.NumberInQueue","DSTAT AVERAGE","Number Waiting","Queue","PROCESO DE TALADRADO.Queue",1.50816253821244,0.939199444546893,0.846819483180466,0.43561031929896,0.604036138661988,0.454654588398727,1.02367173858714,0.411882755439434,0.348220473587227,0.312998615441011,0.70143112008265,0.365446519290396,0.594501968557857,1.55324824770085,0.422747341431273
"PROCESO DE TALADRADO.Queue.WaitingCost","TALLY AVERAGE","Waiting Cost","Queue","PROCESO DE TALADRADO.Queue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PROCESO DE TALADRADO.Queue.WaitingTime","TALLY AVERAGE","Waiting Time","Queue","PROCESO DE TALADRADO.Queue",0.151705379040994,9.51088045110778E-02,8.36364921659719E-02,4.43920591892849E-02,0.059657890238221,4.60409709770863E-02,0.107754919851278,4.26844351319901E-02,3.66547866933924E-02,3.16960623231404E-02,6.74878005882752E-02,3.70072424597869E-02,5.78155089844195E-02,0.157995758869186,4.38300812193716E-02
"Pulidor 2.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Pulidor 2",0.153838461145719,0.217615023058058,0.19277844171375,0.168796077170796,0.163260503635763,0.186056760494266,0.123383927649822,0.115915702099001,0.177236102957166,0.192995972584999,0.198820429306504,0.181086729494653,0.171621123940597,0.148248711835503,0.156565924819577
"Pulidor 2.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Pulidor 2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Pulidor 2.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Pulidor 2",0.153838461145719,0.217615023058058,0.19277844171375,0.168796077170796,0.163260503635763,0.186056760494266,0.123383927649822,0.115915702099001,0.177236102957166,0.192995972584999,0.198820429306504,0.181086729494653,0.171621123940597,0.148248711835503,0.156565924819577
"Pulidor.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Pulidor",0.65402513693256,0.62339894410256,0.63129158587422,0.631654118588359,0.629075283972046,0.623918522699733,0.641964012150815,0.642773094608051,0.585122873590457,0.618528201739265,0.629538065485081,0.629257587949438,0.680569119110561,0.636846637223561,0.616613733823706
"Pulidor.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Pulidor",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Pulidor.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Pulidor",0.65402513693256,0.62339894410256,0.63129158587422,0.631654118588359,0.629075283972046,0.623918522699733,0.641964012150815,0.642773094608051,0.585122873590457,0.618528201739265,0.629538065485081,0.629257587949438,0.680569119110561,0.636846637223561,0.616613733823706
"Taladrador.NumberBusy","DSTAT AVERAGE","Number Busy","Resource","Taladrador",0.966550935223012,0.955885662538885,0.977521859200154,0.93668199695506,0.965120818732,0.903802788422781,0.963859893037657,0.931596221285181,0.901482955141477,0.918121185353422,0.97031120860911,0.917029581938979,0.971031913792294,0.971615032655125,0.922919150830797
"Taladrador.NumberScheduled","DSTAT AVERAGE","Number Scheduled","Resource","Taladrador",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Taladrador.Utilization","DSTAT AVERAGE","Instantaneous Utilization","Resource","Taladrador",0.966550935223012,0.955885662538885,0.977521859200154,0.93668199695506,0.965120818732,0.903802788422781,0.963859893037657,0.931596221285181,0.901482955141477,0.918121185353422,0.97031120860911,0.917029581938979,0.971031913792294,0.971615032655125,0.922919150830797
